probe,gene,chr,s1,s2
222280_at,TMEM147-AS1,chr19,36031639,36032242
222281_s_at,C1orf186,chr1,206279129,206280971
222282_at,---,chr5,78912291,78912959
222283_at,ZNF480,chr19,52800443,52825473
222284_at,---,chr19,38400027,38400613
222285_at,IGHD,chr14,106304647,106305102
222286_at,SNAPC3,chr9,15460282,15466750
222287_at,TRDN,chr6,123670619,123671101
222288_at,---,chr3,73028917,73029343
222289_at,KCNC2,chr12,75444972,75601470
222290_at,OR2A20P,chr7,143997370,143998025
222291_at,FAM149A,chr4,187086564,187088666
222292_at,CD40,chr20,44755228,44755793
222293_at,CADM4,chr19,44128983,44129336
222294_s_at,RAB27A,chr15,55495163,55495422
222295_x_at,---,chr9,134170383,134170811
222296_at,---,chr2,151397504,151397970
222297_x_at,RPL18P10,chr13,50673995,50682285
222298_at,---,chr7,130151420,130151918
222299_x_at,---,chr11,33060086,33060553
222300_at,---,chr1,113199062,113199424
222301_at,C1orf61,chr1,156377084,156390110
222302_at,SHC3,chr9,91703518,91724825
222303_at,---,chr21,40182385,40183124
222304_x_at,OR7E47P,chr12,52501316,52502043
222305_at,---,chr2,75059781,75060351
222306_at,---,chr3,28287079,28287676
222307_at,PDCD4-AS1,chr10,112628645,112629116
222308_x_at,---,---,,
222309_at,C6orf62,chr6,24710112,24710415
222310_at,SCAF4,chr21,33073049,33074151
222311_s_at,SCAF4,chr21,33073049,33074151
222312_s_at,---,chr1,85618177,85618498
222313_at,---,chr12,70722027,70722510
222314_x_at,EGOT,chr3,4792427,4793239
222315_at,LOC100996756,---,,
222316_at,---,chr4,76718283,76718729
222317_at,PDE3B,chr11,14893161,14893602
222318_at,ZNF324B,chr19,58968735,58969199
222319_at,---,chr11,3007886,3008437
222320_at,---,chr1,193179541,193180024
222321_at,AGTR2,chrX,115305752,115306223
222322_at,---,chr5,59434327,59434612
222323_at,---,chr2,208972882,208977232
222324_at,---,chr1,228544742,228545201
222325_at,---,chr12,97944268,97944969
222326_at,---,chr1,66822753,66823108
222327_x_at,OR7E156P,chr13,64316481,64316632
222328_x_at,---,chr14,101316403,101316940
222329_x_at,---,chr4,74106107,74106493
222330_at,---,chr11,14807417,14807860
222331_at,---,chrX,153605407,153606231
222332_at,---,chr1,62420660,62421011
222333_at,ALS2CL,chr3,46712070,46716092
222334_at,C1orf186,chr1,206279446,206279923
222335_at,---,chr8,56740463,56740945
222336_at,SMIM14,chr4,39573908,39574133
222337_at,---,chr1,52158568,52159062
222338_x_at,---,chr9,33019489,33019959
222339_x_at,NFIX,chr19,13134436,13134625
222340_at,---,---,,
222341_x_at,---,chr3,123653195,123653443
222342_at,---,chr5,64744294,64744787
222343_at,BCL2L11,chr2,111921737,111922208
222344_at,---,chr5,111063802,111064143
222345_at,EMC10,chr19,50993590,50994172
222346_at,LAMA1,chr18,6958925,6959394
222347_at,---,chr1,143455090,143455601
222348_at,MAST4,chr5,66438649,66439122
222349_x_at,RNF126P1,chr17,55123707,55124155
222350_at,---,chr1,147094879,147095147
222351_at,PPP2R1B,chr11,111597638,111613339
222352_at,FBXO31,chr16,87360592,87361737
222353_at,LIMD1,chr3,45709613,45710252
222354_at,F11R,chr1,160964995,160965626
222355_at,---,chr19,37669338,37669651
222356_at,---,chrY,6784039,6784492
222357_at,ZBTB20,chr3,114406054,114406402
222358_x_at,---,chrX,110949695,110950161
222359_x_at,KDSR,chr18,60995581,60996503
222360_at,DPH5,chr1,101455181,101455623
222361_at,TUBBP5,chr9,141071415,141071884
222362_at,AGFG2,chr7,100164969,100165842
222363_at,---,chr10,77195453,77195830
222364_at,SLC44A1,chr9,108156359,108156803
222365_at,---,chr11,120962339,120962793
222366_at,---,chr20,49546254,49546879
222367_at,WHAMMP2,chr15,28999516,28999968
222368_at,---,chr3,75585613,75586022
222369_at,NAA40,chr11,63724452,63724791
222370_x_at,---,chr22,42657572,42657900
222371_at,---,chr15,68398224,68398706
222372_at,MAGI1,chr3,65970386,65970912
222373_at,---,chr12,56171761,56172674
222374_at,BTRC,chr10,103310536,103310947
222375_at,---,chr2,170478003,170478450
222376_at,---,chr4,103339758,103371167
222377_at,TBX10,chr11,67398774,67399204
222378_at,---,chr7,130789419,130789808
222379_at,KCNE4,chr2,223919773,223920353
222380_s_at,PDCD6,chr3,195369362,195370046
222381_at,---,chr3,195369362,195370046
222382_x_at,NUP205,chr7,135329675,135329905
222383_s_at,ALOXE3,chr17,7999218,8007490
222384_at,SMG7-AS1,chr1,183430878,183440864
243_g_at,MAP4,chr3,47893049,48130314
266_s_at,CD24,chrY,21152536,21154651
31637_s_at,NR1D1,chr17,38249047,38256549
31799_at,---,chr3,139072787,139074448
31807_at,DDX49,chr19,19030550,19039434
31826_at,FKBP15,chr9,115927793,115983568
31835_at,HRG,chr3,186383802,186396023
31837_at,LMF2,chr22,50941379,50945483
31845_at,ELF4,chrX,129198903,129244466
31846_at,RHOD,chr11,66824373,66839487
31861_at,IGHMBP2,chr11,68671348,68708069
31874_at,GAS2L1,chr22,29703030,29708772
320_at,PEX6,chr6,42931874,42946958
32029_at,PDPK1,chr16,2588033,2648351
32032_at,DGCR14,chr22,19121450,19132162
32042_at,ENOX2,chrX,129757874,129801675
32062_at,LRRC14,chr8,145743390,145750556
32069_at,N4BP1,chr16,48576402,48644120
32088_at,BLZF1,chr1,169337236,169357541
32091_at,SLC25A44,chr1,156165995,156182586
32094_at,CHST3,chr10,73724119,73773316
32099_at,SAFB2,chr19,5587009,5622790
32128_at,CCL18,chr17,34391630,34398829
32137_at,JAG2,chr14,105608075,105635161
32209_at,FAM89B,chr11,65339932,65341661
32259_at,EZH1,chr17,40852292,40882937
32402_s_at,SYMPK,chr19,46318721,46366394
32502_at,GDPD5,chr11,75145723,75153628
32540_at,PPP3CC,chr8,22298860,22380277
32541_at,PPP3CC,chr8,22298604,22398655
32625_at,NPR1,chr1,153651542,153666467
32699_s_at,PVR,chr19,45147190,45165078
32723_at,CSTF1,chr20,54967573,54979518
32811_at,MYO1C,chr17,1368402,1386353
32836_at,AGPAT1,chr6,32135989,32143893
32837_at,AGPAT2,chr9,139567601,139581848
33132_at,CPSF1,chr8,145618446,145634709
33148_at,ZFR,chr5,32395349,32404206
33197_at,MYO7A,chr11,76839309,76926283
33304_at,ISG20,chr15,89182229,89198880
33307_at,RRP7A,chr22,42908560,42914156
33322_i_at,SFN,chr1,27189648,27190947
33323_r_at,SFN,chr1,27189648,27190947
33494_at,ETFDH,chr4,159593519,159629818
33579_i_at,GALR3,chr22,38219388,38221502
336_at,TBXA2R,chr19,3594777,3606730
33646_g_at,GM2A,chr5,150639359,150646885
33736_at,STOML1,chr15,74275554,74284623
33760_at,PEX14,chr1,10535018,10690815
33767_at,NEFH,chr22,29876251,29887379
33768_at,DMWD,chr19,46286206,46295626
33778_at,TBC1D22A,chr22,47189661,47569736
33814_at,PAK4,chr19,39616461,39670042
33850_at,MAP4,chr3,47892207,47892971
34031_i_at,KRIT1,chr7,91830004,91864217
34063_at,RECQL5,chr17,73654426,73662637
34187_at,RBMS2,chr12,56915782,56983389
34206_at,ARAP1,chr11,72396118,72423548
34210_at,CD52,chr1,26644416,26647014
34221_at,HMGXB3,chr5,149380313,149432691
34225_at,NELFA,chr4,1984445,2010691
34260_at,TELO2,chr16,1543366,1560455
34406_at,PACS2,chr14,105781080,105861589
34408_at,RTN2,chr19,45988551,46000212
34449_at,CASP2,chr7,142986689,143003119
34471_at,MYH8,chr17,10293641,10325022
34478_at,RAB11B,chr19,8454778,8468677
34689_at,TREX1,chr3,48507344,48509044
34697_at,LRP6,chr12,12273684,12419746
34726_at,CACNB3,chr12,49212674,49222724
34764_at,LARS2,chr3,45430074,45590329
34846_at,CAMK2B,chr7,44258367,44323818
34858_at,KCTD2,chr17,73043339,73061979
34868_at,SMG5,chr1,156219014,156248799
35147_at,MCF2L,chr13,113622813,113752862
35148_at,TJP3,chr19,3728373,3750811
35150_at,CD40,chr20,44746935,44757752
35156_at,R3HCC1,chr8,23146017,23153791
35160_at,LDB1,chr10,103867090,103874394
35179_at,B3GAT3,chr11,62382767,62389449
35201_at,HNRNPL,---,,
35254_at,TRAFD1,chr12,112563378,112591403
35265_at,FXR2,chr17,7494547,7518071
35436_at,GOLGA2,chr9,131019083,131023535
35617_at,MAPK7,chr17,19281198,19286852
35626_at,SGSH,chr17,78183089,78194173
35666_at,SEMA3F,chr3,50196451,50226507
35671_at,GTF3C1,chr16,27471934,27561274
35685_at,RING1,chr6,33177336,33180493
35776_at,ITSN1,chr21,35014894,35210802
35820_at,GM2A,chr5,150632687,150648804
35846_at,THRA,chr17,38219190,38249985
35974_at,LRMP,chr12,25205632,25261267
36004_at,IKBKG,chrX,153770477,153793102
36019_at,STK19,chr6,31939832,31949222
36030_at,IFFO1,chr12,6648722,6657429
36084_at,CUL7,chr6,43005354,43021602
36129_at,SGSM2,chr17,2240928,2284348
36475_at,GCAT,chr22,38203971,38212899
36499_at,CELSR2,chr1,109794571,109818373
36545_s_at,SFI1,chr22,31892260,32014533
36552_at,C2CD3,chr11,73723762,73745210
36553_at,ASMTL,chrX,1522033,1531731
36554_at,ASMTL,chrX,1522136,1571805
36564_at,RNF19B,chr1,33402051,33412168
36566_at,CTNS,chr17,3540015,3564828
36612_at,FAM168A,chr11,73111844,73309091
36711_at,MAFF,chr22,38609860,38612514
36742_at,TRIM15,chr6,30134953,30140531
36829_at,PER1,chr17,8043790,8055702
36830_at,MIPEP,chr13,24304330,24463533
36865_at,ANGEL1,chr14,77253585,77275974
36888_at,HAUS5,chr19,36103672,36116251
36907_at,MVK,chr12,110013872,110035068
36920_at,MTM1,chrX,149737068,149841614
36936_at,TSTA3,chr8,144694787,144698888
36994_at,ATP6V0C,chr16,2563870,2570219
37004_at,SFTPB,chr2,85886032,85894300
37005_at,MINOS1-NBL1,chr1,19981503,19984945
37012_at,CAPZB,chr1,19665272,19812018
37020_at,CRP,chr1,159682079,159684372
37022_at,PRELP,chr1,203444953,203456649
37028_at,PPP1R15A,chr19,49375697,49379315
37079_at,NUS1P3,chr13,24902351,24903831
37117_at,ARHGAP8,chr22,45210551,45258667
37145_at,GNLY,chr2,85921413,85925870
37152_at,PPARD,chr6,35310403,35395957
37170_at,BMP2K,chr4,79832340,79834122
37201_at,ITIH4,---,,
37226_at,BNIP1,chr5,172571539,172591390
37232_at,KIAA0586,chr14,58894119,59014913
37254_at,ZNF133,chr20,18278663,18297640
37278_at,TAZ,chrX,153639891,153650051
37384_at,PPM1F,chr22,22273799,22307209
37408_at,MRC2,chr17,60705042,60770958
37424_at,CCHCR1,chr6,31110216,31124679
37425_g_at,CCHCR1,chr6,31110216,31124679
37433_at,PIAS2,chr18,44391865,44471018
37462_i_at,SF3A2,chr19,2236841,2248670
37512_at,HSD17B6,chr12,57157117,57181571
37547_at,BBS9,chr7,33384192,33645680
37549_g_at,BBS9,chr7,33384218,33645238
37566_at,PHF24,chr9,34958320,34982541
37577_at,ARHGAP19,chr10,98981931,98983757
37586_at,ZNF142,chr2,219502641,219524261
37590_g_at,---,chr15,90617868,90619634
37652_at,CABIN1,chr22,24447389,24574596
37793_r_at,RAD51D,chr17,33427401,33446746
37796_at,SAP25,chr7,100169854,100183723
37802_r_at,FAM63B,chr15,59148162,59149436
37831_at,SIPA1L3,chr19,38591792,38699006
37860_at,ZNF337,chr20,25654744,25657159
37872_at,JRK,---,,
37892_at,COL11A1,chr1,103342947,103573895
37943_at,ZFYVE26,chr14,68213238,68256079
37950_at,PREP,chr6,105725594,105850766
37953_s_at,ASIC1,chr12,50451486,50477396
37965_at,PARVB,chr22,44420236,44564764
37966_at,PARVB,chr22,44564481,44565106
37986_at,EPOR,chr19,11487883,11494988
37996_s_at,DMPK,chr19,46272974,46286388
38037_at,HBEGF,chr5,139712427,139726133
38043_at,FAM3A,chrX,153734379,153744557
38069_at,CLCN7,chr16,1495343,1525008
38149_at,ARHGAP25,chr2,69002150,69053955
38157_at,DXO,chr6,31937591,31939457
38158_at,ESPL1,chr12,53662116,53687425
38241_at,BTN3A3,chr6,26440780,26453603
38269_at,PRKD2,chr19,47177572,47204203
38290_at,RGS14,chr5,176793966,176799597
38340_at,HIP1R,chr12,123320050,123347500
38398_at,MADD,chr11,47291698,47351582
38447_at,ADRBK1,chr11,67034099,67054357
38487_at,STAB1,chr3,52537870,52558399
38521_at,CD22,chr19,35822918,35838262
38671_at,PLXND1,chr3,129274056,129325661
38691_s_at,SFTPC,chr8,22019194,22021989
38703_at,DNPEP,chr2,220238611,220252629
38707_r_at,E2F4,chr16,67226130,67232450
38710_at,OTUB1,chr11,63753917,63765883
38766_at,TMEM265,chr16,30735319,30755602
38892_at,GLTSCR1L,chr6,42796357,42836294
38918_at,SOX13,chr1,204042785,204096914
38964_r_at,WAS,chrX,48542208,48549815
39248_at,AQP3,chr9,33441153,33441590
39249_at,AQP3,chr9,33441533,33447571
39313_at,LOC105369600,chr12,989373,1011148
39318_at,TCL1A,chr14,96176303,96180450
39402_at,IL1B,chr2,113587336,113594384
39548_at,NPAS2,chr2,101436612,101612781
39549_at,NPAS2,chr2,101612756,101613287
39582_at,CYLD,chr16,50833192,50835845
396_f_at,EPOR,chr19,11488954,11489001
39650_s_at,PCNXL2,chr1,233119813,233194375
39705_at,SIN3B,chr19,16940230,16991164
39729_at,PRDX2,chr19,12907636,12912662
39763_at,HPX,chr11,6452271,6462221
39817_s_at,DNPH1,chr6,43193368,43197211
39835_at,SBF1,chr22,50885235,50904857
39854_r_at,PNPLA2,chr11,819764,825216
39891_at,ZNF710,chr15,90624632,90625423
39966_at,CSPG5,chr3,47603728,47620276
40016_g_at,MAST4,chr5,66409933,66463092
40020_at,CELSR3,chr3,48673895,48689374
40093_at,BCAM,chr19,45312359,45324678
40148_at,APBB2,chr4,40817320,41016240
40149_at,SH2B1,chr16,28877843,28885524
40189_at,SET,chr9,131451696,131458667
40225_at,GAK,chr4,843064,925975
40255_at,DDX28,chr16,68055208,68057105
40273_at,SPHK2,chr19,49132938,49133662
40284_at,FOXA2,chr20,22561642,22566101
40359_at,RASSF7,chr11,561409,564023
40420_at,STK10,chr5,171470628,171615096
40446_at,PHF1,chr6,33378793,33384216
40465_at,DDX23,chr12,49223544,49245915
40472_at,LPCAT4,chr15,34651049,34657904
40489_at,ATN1,chr12,7037475,7051484
40524_at,PTPN21,chr14,88934113,89021123
40560_at,TBX2,chr17,59477251,59486825
40562_at,GNA11,chr19,3094529,3121733
40569_at,MZF1,chr19,59073298,59075680
40612_at,DOPEY1,chr6,83847023,83879254
40640_at,NCAPH2,chr22,50946661,50962425
40665_at,FMO3,chr1,171060045,171086965
40687_at,GJA4,chr1,35258615,35261525
40829_at,WDTC1,chr1,27614185,27635092
40837_at,TLE2,chr19,2997643,3029175
40850_at,FKBP8,chr19,18642572,18654364
41037_at,TEAD4,chr12,3068610,3149831
41047_at,C9orf16,chr9,130922611,130926203
41113_at,ZNF500,chr16,4801006,4801329
41160_at,MBD3,chr19,1576676,1592652
41220_at,SEPT9,chr17,75372164,75496678
41329_at,SCYL3,chr1,169822224,169822906
41386_i_at,KDM6B,chr17,7749254,7758114
41387_r_at,KDM6B,chr17,7749254,7758114
41397_at,ZNF821,chr16,71893587,71917412
41469_at,PI3,chr20,43803043,43805184
41512_at,BRAP,chr12,112079949,112081266
41553_at,OSGIN2,chr8,90921792,90933394
41577_at,PPP1R16B,chr20,37529223,37551667
41644_at,SASH1,chr6,148663985,148870205
41657_at,STK11,chr19,1206574,1228093
41660_at,CELSR1,chr22,46757071,46806419
41856_at,UNC5B,chr10,73059930,73062621
41858_at,PGAP2,chr11,3842564,3847580
42361_g_at,CCHCR1,chr6,31110216,31110715
43427_at,ACACB,chr12,109705647,109706028
43511_s_at,ARRB1,chr11,74971168,74971748
43544_at,MED16,chr19,867962,868921
43934_at,GPR137,chr11,64053581,64055562
43977_at,TMEM161A,chr19,19230430,19230990
44040_at,FBXO41,chr2,73481832,73482282
44065_at,RITA1,chr12,113629368,113630171
44111_at,VPS33B,chr15,91541646,91543773
44120_at,ADCK2,chr7,140373975,140394908
44146_at,GMEB2,chr20,62218957,62219884
44563_at,WRAP53,chr17,7605662,7606819
44617_at,OGFOD2,chr12,123463281,123463985
44654_at,G6PC3,chr17,42152349,42153712
44669_at,SDHAF1,chr19,36486122,36487214
44673_at,SIGLEC1,chr20,3667621,3668775
44696_at,TBC1D13,chr9,131571582,131572705
44702_at,SYDE1,chr19,15224921,15225785
44783_s_at,HEY1,chr8,80676245,80676636
44790_s_at,KIAA0226L,chr13,46917101,46919718
44822_s_at,MIER2,chr19,305574,306048
45288_at,ABHD6,chr3,58253004,58280459
45297_at,EHD2,chr19,48245827,48246390
45526_g_at,NAA60,chr16,3536194,3536952
45572_s_at,GGA1,chr22,38029084,38029570
45633_at,GINS3,chr16,58439296,58440047
45653_at,KCTD13,chr16,29917659,29918159
45687_at,PRR14,chr16,30666680,30667734
45714_at,HCFC1R1,chr16,3072629,3074181
45749_at,FAM65A,chr16,67579439,67580688
45828_at,ATP5SL,chr19,41937223,41944320
46142_at,LMF1,chr16,904501,920808
46167_at,MROH7-TTC4,chr1,55207271,55207981
46256_at,SPSB3,chr16,1826710,1827316
46270_at,UBAP1,chr9,34250653,34252521
46323_at,CANT1,chr17,76987798,76989686
46665_at,SEMA4C,chr2,97525472,97525948
46947_at,GNL3L,chrX,54588138,54588495
47069_at,PRR5,chr22,45133086,45133561
47083_at,C7orf26,chr7,6647709,6648357
47105_at,DUS2,chr16,68112716,68113223
47530_at,TRMO,chr9,100666589,100667260
47550_at,LZTS1,chr8,20103681,20104279
47553_at,DFNB31,chr9,117164360,117165554
47560_at,ADGRL1,chr19,14258549,14259035
47571_at,ZNF236,chr18,74681425,74681874
47608_at,TJAP1,chr6,43473666,43474291
47773_at,FBXO42,chr1,16573321,16573844
48030_i_at,FAXDC2,chr5,154198051,154199638
48031_r_at,FAXDC2,chr5,154198051,154199638
48106_at,SLC48A1,chr12,48174688,48175870
48117_at,SGF29,chr16,28601417,28603241
48531_at,TNIP2,chr4,2743391,2744042
48580_at,CXXC1,chr18,47808718,47814188
48612_at,N4BP1,---,,
48659_at,MIIP,chr1,12089284,12092096
48808_at,DHFR,chr18,23747827,23748955
48825_at,ING4,chr12,6759757,6772284
49049_at,DTX3,chr12,57998426,58002986
49051_g_at,DTX3,chr12,57998426,58002986
49077_at,PPME1,chr11,73950184,73965747
49111_at,ARRB1,chr11,74971166,74972107
49306_at,RASSF4,chr10,45479507,45487452
49327_at,SIRT3,chr11,215427,216023
49329_at,KLHL22,chr22,20795816,20796397
49452_at,ACACB,chr12,109705008,109706031
49485_at,PRDM4,chr12,108126642,108127860
49679_s_at,MMP24-AS1,chr20,33864159,33864777
49878_at,PEX16,chr11,45931726,45939606
50221_at,TFEB,chr6,41651715,41652275
50277_at,GGA1,chr22,38029088,38029570
50314_i_at,C20orf27,chr20,3734155,3748408
50374_at,OXLD1,chr17,79632065,79633584
50376_at,ZNF444,chr19,56671656,56672261
50400_at,PAOX,chr10,135197463,135205197
50965_at,RAB26,chr16,2203495,2204141
51146_at,PIGV,chr1,27121398,27124788
51158_at,FAM174B,chr15,93160677,93161316
51176_at,MED27,chr9,134735498,134955238
51192_at,SSH3,chr11,67079319,67080063
51200_at,C19orf60,chr19,18699413,18703146
51226_at,---,chr8,94745729,94746282
51228_at,RBM12B,chr8,94744590,94745768
51774_s_at,UBE2D4,chr7,43995373,43995733
52005_at,WIZ,chr19,15532904,15533978
52078_at,TMEM222,chr1,27662321,27662890
52159_at,HEMK1,chr3,50609563,50618103
52164_at,C11orf24,chr11,68028842,68029593
52169_at,STRADA,chr17,61780203,61781893
52255_s_at,COL5A3,chr19,10070236,10070745
52285_f_at,CEP76,chr18,12672882,12673449
52651_at,COL8A2,chr1,36561025,36561705
52731_at,AMBRA1,chr11,46417963,46418436
52741_at,TRMT61A,chr14,104001906,104002359
52837_at,KIAA1644,chr22,44639549,44640356
52940_at,SIGIRR,chr11,405715,407123
52975_at,MVB12B,chr9,129268827,129269318
53071_s_at,OGFOD3,chr17,80350099,80373343
53076_at,B4GALT7,chr5,177034302,177037331
53202_at,C7orf25,chr7,42948871,42949644
53720_at,C19orf66,chr19,10201937,10203925
53912_at,SNX11,chr17,46199041,46200430
53968_at,INTS5,chr11,62414322,62414805
53987_at,RANBP10,chr16,67756973,67757671
53991_at,DENND2A,chr7,140218219,140227298
54037_at,HPS4,chr22,26848064,26860429
54051_at,PKNOX1,chr21,44452344,44453954
54632_at,THADA,chr2,43457990,43458467
54970_at,ZMIZ2,chr7,44807572,44808373
55065_at,MARK4,chr19,45806111,45806941
55081_at,MICALL1,chr22,38336937,38338016
55093_at,CHPF2,chr7,150935327,150935908
55583_at,DOCK6,chr19,11309970,11313124
55616_at,PGAP3,chr17,37827375,37828185
55662_at,C10orf76,chr10,103605355,103606425
55692_at,ELMO2,chr20,44994688,44995805
55705_at,R3HDM4,chr19,896503,902130
55872_at,UCKL1,chr20,62588056,62588512
56197_at,PLSCR3,chr17,7293051,7293436
56256_at,SIDT2,chr11,117067306,117068158
564_at,GNA11,chr19,3094529,3121451
56748_at,TRIM10,chr6,30120621,30121830
56821_at,SLC38A7,chr16,58700297,58700945
56829_at,TRAPPC9,chr8,140742588,140743404
56919_at,WDR48,chr3,39137486,39138155
57082_at,LDLRAP1,chr1,25894049,25895377
57163_at,ELOVL1,chr1,43829071,43833689
57516_at,ZNF764,---,,
57532_at,DVL2,chr17,7128660,7129245
57539_at,ZGPAT,chr20,62366725,62367493
57540_at,RBKS,chr2,28004240,28066021
57588_at,SLC24A3,chr20,19703063,19703541
57703_at,SENP5,chr3,196650296,196658231
57715_at,CALHM2,chr10,105206542,105209391
57739_at,DND1,chr17,43664333,43664795
58308_at,TRIM62,chr1,33611002,33611845
58367_s_at,ZNF419,chr19,58005389,58006040
58696_at,EXOSC4,chr8,145133562,145135551
58780_s_at,ARHGEF40,chr14,21557336,21557703
58900_at,UBE2D4,chr7,43995275,43995729
58916_at,KCTD14,chr11,77726761,77727374
58994_at,CC2D1A,chr19,14041194,14041691
59375_at,MYO15B,chr17,73621925,73622925
59433_at,LOC101930105,---,,
59437_at,C9orf116,chr9,138387026,138391656
59625_at,NOL3,chr16,67209117,67209640
59631_at,TXNRD3,chr3,126326335,126334296
59644_at,BMP2K,chr4,79793805,79800586
59697_at,RAB15,chr14,65412531,65413183
